,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,SC01Q01,SC02Q01,SC02Q02,SC02Q03,SC02Q04,SC03Q01,SC04Q01,SC05Q01,SC07Q01,SC07Q02,SC09Q11,SC09Q12,SC09Q21,SC09Q22,SC09Q31,SC09Q32,SC10Q11,SC10Q12,SC10Q61,SC10Q62,SC10Q21,SC10Q22,SC10Q41,SC10Q42,SC10Q51,SC10Q52,SC11Q01,SC11Q02,SC11Q03,SC13Q01,SC13Q02,SC13Q03,SC14Q01,SC14Q02,SC14Q03,SC14Q04,SC14Q05,SC14Q06,SC14Q07,SC14Q08,SC14Q09,SC14Q10,SC14Q11,SC14Q12,SC14Q13,SC15Q01,SC15Q02,SC15Q03,SC15Q04,SC16Q01,SC16Q02,SC16Q03,SC16Q04,SC16Q05,SC16Q06,SC16Q07,SC16Q08,SC16Q09,SC16Q10,SC16Q11,SC18Q01,SC18Q02,SC18Q03,SC18Q04,SC18Q05,SC18Q06,SC18Q07,SC18Q08,SC19Q01,SC19Q02,SC20Q01,SC21Q05,SC22Q01,SC22Q02,SC22Q03,SC22Q04,SC22Q05,SC22Q06,SC22Q07,SC22Q08,SC22Q09,SC22Q10,SC22Q11,SC22Q12,SC22Q13,SC22Q14,SC22Q15,SC22Q16,SC22Q17,SC22Q18,SC22Q19,SC23Q01,SC24Q01,SC25Q01,SC25Q02,SC25Q03,SC25Q04,SC25Q05,SC25Q06,SC25Q07,SC25Q08,SC25Q09,SC25Q10,SC25Q11,SC25Q12,SC26Q01,SC26Q02,SC26Q03,SC26Q04,SC27Q01,SC27Q02,SC28Q01,SC28Q02,SC29Q01,SC29Q02,SC30Q01,SC30Q02,SC30Q03,SC30Q04,SC31Q01,SC31Q02,SC31Q03,SC31Q04,SC31Q05,SC31Q06,SC31Q07,SC32Q01,SC32Q03,SC32Q04,SC32Q05,SC32Q06,SC32Q07,SC32Q08,SC33Q01A,SC33Q01B,SC33Q01C,SC33Q01D,SC33Q01E,SC33Q02A,SC33Q02B,SC33Q02C,SC33Q02D,SC33Q02E,SC33Q03A,SC33Q03B,SC33Q03C,SC33Q03D,SC33Q03E,SC33Q04A,SC33Q04B,SC33Q04C,SC33Q04D,SC33Q04E,SC33Q05A,SC33Q05B,SC33Q05C,SC33Q05D,SC33Q05E,SC33Q06A,SC33Q06B,SC33Q06C,SC33Q06D,SC33Q06E,SC33Q07A,SC33Q07B,SC33Q07C,SC33Q07D,SC33Q07E,SC33Q08A,SC33Q08B,SC33Q08C,SC33Q08D,SC33Q08E,SC33Q09A,SC33Q09B,SC33Q09C,SC33Q09D,SC33Q09E,SC33Q10A,SC33Q10B,SC33Q10C,SC33Q10D,SC33Q10E,SC33Q11A,SC33Q11B,SC33Q11C,SC33Q11D,SC33Q11E,SC33Q12A,SC33Q12B,SC33Q12C,SC33Q12D,SC33Q12E,SC34Q01,SC34Q02,SC34Q03,SC34Q04,SC34Q05,SC34Q06,SC34Q07,SC34Q08,SC34Q09,SC34Q10,SC34Q11,SC34Q12,SC34Q13,SC34Q14,SC34Q15,SC34Q16,SC34Q17,SC34Q18,SC34Q19,SC34Q20,SC34Q22,SC35Q01,SC35Q02,SC39Q01,SC39Q02,SC39Q03,SC39Q05,SC39Q06,SC39Q07,SC39Q08,SC39Q09,SC39Q10,SC40Q01,SC40Q02,SC40Q03,SC44Q01,SC44Q02,SC44Q03,SC44Q04,SC44Q05,SC44Q06,SC47Q01,SC45Q01,SC46Q01,SC46Q02,SC46Q03,SC46Q05,SC46Q04,SC46Q06,SC46Q09,SC52Q01,SC46Q07,SC46Q08,SC52Q02,SC51Q01,SC51Q02,ABGMATH,ASSESS,CLSIZE,COMPWEB,CREACTIV,LEADCOM,LEADINST,LEADPD,LEADTCH,MACTIV,MATHEXC,PCGIRLS,PROPCERT,PROPMA5A,PROPMATH,PROPQUAL,RATCMP15,RESPCUR,RESPRES,SCHAUTON,SCHLTYPE,SCHSEL,SCHSIZE,SCMATBUI,SCMATEDU,SMRATIO,STRATIO,STUDCLIM,TCFOCST,TCHPARTI,TCMORALE,TCSHORT,TEACCLIM,W_FSCHWT,SENWGT_SCQ,VER_SCQ
5537,Germany,2760000,DEU0216,OECD,Germany,11,Public,99.0,0.0,1.0,0.0,Small Town,No Others,3,211.0,275.0,23.0,21.0,23.0,20.0,,,5.0,3.0,5.0,3.0,0.0,0.0,,,0.0,0.0,54.0,31.0,31.0,26-50%,26-50%,51-75%,A lot,To some extent,Very little,To some extent,To some extent,To some extent,To some extent,To some extent,A lot,To some extent,To some extent,To some extent,To some extent,For some classes,For some classes,For some classes,For some classes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,To some extent,Very little,Very little,Very little,Very little,Very little,Very little,1.0,Minority of Parents,40.0,80.0,40.0,90.0,20.0,60.0,0.0,30.0,0.0,30.0,30.0,0.0,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Yes,Yes,Yes,Yes,No change,No change,A small change,A small change,A moderate change,A small change,A small change,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,Once a week,Once a month,3-4 times during the year,3-4 times during the year,3-4 times during the year,Once a month,3-4 times during the year,3-4 times during the year,Once a week,Once a month,Once a month,1-2 times during the year,Once a month,Once a month,1-2 times during the year,1-2 times during the year,Once a month,Once a month,3-4 times during the year,3-4 times during the year,1-2 times during the year,,,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Likely,Likely,Not likely,Not likely,Likely,Likely,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,,23.0,1.0,2.0,0.1329,-0.2137,-0.3717,-0.3206,1.0,,0.566,0.985,0.0,0.194,,0.574,-0.25,-0.8,-1.0532,3.0,At least one sometimes but neither always,486.0,-1.0894,-1.4581,74.769,14.507,-0.1621,-1.2132,-1.8472,0.0826,1.7565,-0.4382,55.2241,4.0442,22NOV13
5538,Germany,2760000,DEU0102,OECD,Germany,12,Public,100.0,,,,Town,No Others,4,521.0,510.0,51.0,20.0,51.0,19.0,,,10.0,2.0,10.0,2.0,10.0,2.0,,,,,158.0,120.0,120.0,10-25%,10-25%,>75%,A lot,A lot,To some extent,To some extent,To some extent,Very little,Very little,Very little,Very little,Very little,To some extent,Not at all,To some extent,Not for any classes,For some classes,,For all classes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Remedial only,Not at all,Not at all,Very little,Very little,Very little,Very little,Very little,Very little,To some extent,Very little,To some extent,Not at all,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,1.0,Minority of Parents,40.0,10.0,40.0,10.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Yes,No,Yes,Yes,No change,No change,A small change,A small change,No change,A small change,A small change,Always,Always,Never,Sometimes,Never,Always,Sometimes,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,Once a month,3-4 times during the year,Once a month,Once a week,Once a month,Once a week,Once a week,More than once a week,More than once a week,Once a week,Once a month,1-2 times during the year,Once a week,3-4 times during the year,1-2 times during the year,Once a week,3-4 times during the year,3-4 times during the year,More than once a week,More than once a week,3-4 times during the year,5.0,25.0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Likely,Not likely,Likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,6.0,28.0,1.0,2.0,0.3404,0.9289,0.6627,-0.0388,2.0,Either enrichment and remedial,0.495,0.992,1.0,0.18,,0.759,-0.62,-0.73,-0.8313,3.0,At least one always considered,1031.0,-0.4622,-0.3482,93.727,16.902,0.3493,-1.2132,-0.1437,1.4452,2.4536,-0.4382,20.0375,1.4674,22NOV13
5539,Germany,2760000,DEU0210,OECD,Germany,13,Public,90.0,,,10.0,Town,One Other,4,362.0,411.0,27.0,16.0,27.0,16.0,,,6.0,6.0,6.0,6.0,2.0,5.0,,,0.0,0.0,148.0,42.0,36.0,10-25%,<10%,26-50%,Very little,To some extent,Very little,Very little,To some extent,Not at all,To some extent,To some extent,Very little,Very little,Very little,Not at all,To some extent,For all classes,Not for any classes,For some classes,For all classes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Both enrichment and remedial,Very little,Very little,Very little,Very little,Very little,To some extent,Not at all,To some extent,Very little,Very little,To some extent,Not at all,Very little,Very little,Very little,To some extent,Very little,To some extent,Very little,0.0,Minority of Parents,60.0,10.0,60.0,20.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly agree,Yes,Yes,Yes,No,No change,No change,No change,No change,A small change,No change,No change,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1-2 times during the year,1-2 times during the year,3-4 times during the year,1-2 times during the year,More than once a week,3-4 times during the year,1-2 times during the year,3-4 times during the year,Once a month,More than once a week,More than once a week,1-2 times during the year,Once a month,Once a week,Once a week,Once a week,1-2 times during the year,1-2 times during the year,Did not occur,3-4 times during the year,3-4 times during the year,1.0,33.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping for all classes,5.0,28.0,0.857,2.0,-0.3532,0.2753,-0.8842,0.6907,2.0,Both enrichment and remedial,0.532,1.0,0.5,0.257,,0.284,-0.67,-0.53,-0.0586,3.0,At least one always considered,773.0,-0.1662,-0.5214,85.889,22.086,-0.3977,-1.2132,1.6345,-0.7371,0.9454,-0.7478,25.9124,1.8976,22NOV13
5540,Germany,2760000,DEU0217,OECD,Germany,14,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.81,-0.36,,,,,,,,,,,,,,,229.3288,16.7941,22NOV13
5541,Germany,2760000,DEU0108,OECD,Germany,15,Public,95.0,5.0,,,Small Town,No Others,3,160.0,233.0,17.0,9.0,,,,,5.0,1.0,5.0,1.0,5.0,1.0,,,0.0,0.0,76.0,25.0,25.0,10-25%,26-50%,51-75%,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Not for any classes,Not for any classes,Not for any classes,Not for any classes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,,Very little,Very little,Very little,Not at all,Not at all,Very little,Not at all,Not at all,Not at all,Very little,To some extent,Not at all,Not at all,Not at all,Very little,Very little,To some extent,Very little,Very little,0.0,Many Parents,30.0,30.0,10.0,10.0,0.0,5.0,5.0,20.0,0.0,15.0,10.0,0.0,Disagree,Agree,Agree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Yes,Yes,Yes,No,No change,No change,No change,No change,A small change,A small change,A moderate change,Always,Always,Never,Always,Never,Always,Sometimes,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,Once a week,Once a month,3-4 times during the year,3-4 times during the year,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,More than once a week,1-2 times during the year,Once a week,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,3-4 times during the year,1-2 times during the year,0.0,0.0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,5.0,23.0,1.0,2.0,0.1329,0.2753,-0.1263,0.2118,1.0,,0.593,,1.0,0.256,,0.329,1.44,-0.62,-0.3533,3.0,At least one always considered,393.0,1.3052,1.1619,71.455,18.279,0.8936,-1.2132,0.2924,-1.4838,-1.0911,-0.1089,49.0066,3.5888,22NOV13
5542,Germany,2760000,DEU0103,OECD,Germany,16,Public,100.0,,,,Large City,Two or More,3,368.0,401.0,33.0,21.0,33.0,21.0,,,4.0,8.0,4.0,8.0,3.0,8.0,,,,,95.0,33.0,33.0,<10%,10-25%,<10%,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,To some extent,To some extent,To some extent,Not at all,Not at all,Not at all,To some extent,Not for any classes,Not for any classes,Not for any classes,For all classes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,Very little,Very little,Very little,Very little,Not at all,Very little,Not at all,Very little,Very little,Not at all,Not at all,Not at all,Not at all,Very little,Very little,To some extent,Very little,Very little,Not at all,0.0,Largely absent,10.0,25.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Yes,No,Yes,No,No change,No change,A small change,No change,No change,No change,No change,Always,Always,Never,Always,Never,Never,Never,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,1-2 times during the year,Once a month,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,Once a month,3-4 times during the year,3-4 times during the year,Did not occur,Once a month,1-2 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,1-2 times during the year,Once a week,Once a week,3-4 times during the year,0.0,0.0,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Not likely,Not likely,Not likely,Not likely,Likely,Likely,,,,,,,,,,,,,,,,No ability grouping between any classes,6.0,23.0,1.0,2.0,-0.3532,-0.5037,-0.6241,-1.4684,2.0,,0.521,1.0,0.875,0.184,,0.347,1.44,-0.7,-0.6029,3.0,At least one always considered,769.0,0.1539,-0.1702,96.125,17.678,0.3493,-1.7632,0.2924,0.0826,-1.0911,0.2464,44.6571,3.2703,22NOV13
5543,Germany,2760000,DEU0105,OECD,Germany,17,Public,100.0,0.0,0.0,0.0,City,Two or More,3,316.0,247.0,12.0,34.0,12.0,27.0,,,5.0,5.0,4.0,4.0,4.0,3.0,,,1.0,1.0,61.0,40.0,40.0,10-25%,<10%,26-50%,To some extent,Very little,Not at all,To some extent,A lot,To some extent,A lot,A lot,To some extent,Very little,Very little,Very little,To some extent,For some classes,For some classes,Not for any classes,For some classes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Remedial only,To some extent,To some extent,To some extent,Very little,Very little,To some extent,Very little,Very little,Very little,Very little,To some extent,A lot,Very little,Very little,To some extent,To some extent,To some extent,Very little,Very little,1.0,Minority of Parents,2.0,10.0,50.0,90.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Yes,No,No,No,No change,No change,No change,No change,No change,No change,No change,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,,Once a week,3-4 times during the year,Once a month,3-4 times during the year,3-4 times during the year,Once a month,Once a week,Once a week,More than once a week,More than once a week,More than once a week,1-2 times during the year,More than once a week,3-4 times during the year,3-4 times during the year,1-2 times during the year,1-2 times during the year,Once a month,Did not occur,Did not occur,3-4 times during the year,6.0,30.0,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,3.0,23.0,1.0,2.0,-0.0958,0.2753,1.0394,0.6907,1.0,Either enrichment and remedial,0.439,0.879,0.733,0.259,,0.656,1.44,-0.62,-0.3533,3.0,At least one always considered,563.0,-0.4622,-1.6925,75.067,19.414,-1.0211,0.0095,1.2429,-1.8308,0.9454,-1.3144,51.0246,3.7366,22NOV13
5544,Germany,2760000,DEU0210,OECD,Germany,18,Private,92.0,0.0,0.0,8.0,Town,One Other,4,320.0,285.0,25.0,10.0,25.0,10.0,,,8.0,1.0,1.0,0.0,0.0,0.0,,,7.0,1.0,90.0,40.0,40.0,<10%,<10%,<10%,To some extent,To some extent,Very little,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Not at all,Not at all,Not at all,Not at all,For some classes,Not for any classes,For some classes,For some classes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,,Not at all,Not at all,Not at all,Not at all,Not at all,Very little,Not at all,Not at all,Very little,Not at all,Very little,Not at all,Very little,Very little,Very little,Very little,Not at all,Very little,Very little,1.0,Minority of Parents,5.0,25.0,10.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Agree,No,No,No,No,No change,No change,No change,A small change,A small change,A small change,No change,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,More than once a week,1-2 times during the year,3-4 times during the year,3-4 times during the year,1-2 times during the year,1-2 times during the year,3-4 times during the year,1-2 times during the year,Once a month,Once a month,Once a month,1-2 times during the year,Once a month,1-2 times during the year,1-2 times during the year,1-2 times during the year,1-2 times during the year,3-4 times during the year,Did not occur,Did not occur,1-2 times during the year,0.0,0.0,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping between classes for s,4.0,28.0,1.0,3.0,-0.9829,-1.6346,-0.6241,-0.3206,0.0,,0.471,1.0,0.0,0.283,,0.444,1.44,-0.51,0.3196,2.0,At least one always considered,605.0,1.3052,0.7524,71.176,20.167,1.958,-0.6748,0.7801,-1.4838,0.9454,0.0647,29.7766,2.1806,22NOV13
5545,Germany,2760000,DEU0102,OECD,Germany,19,Public,90.0,0.0,7.0,3.0,Town,Two or More,5,170.0,485.0,33.0,19.0,33.0,19.0,,,5.0,7.0,5.0,7.0,5.0,7.0,,,0.0,0.0,94.0,24.0,24.0,<10%,10-25%,26-50%,Very little,To some extent,Not at all,Very little,Very little,Very little,To some extent,Very little,Very little,Very little,To some extent,To some extent,To some extent,Not for any classes,Not for any classes,Not for any classes,Not for any classes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Remedial only,Not at all,Not at all,Very little,Not at all,Very little,To some extent,Not at all,Not at all,Very little,Very little,Very little,Not at all,Not at all,Very little,To some extent,Not at all,Not at all,Not at all,Very little,0.0,Largely absent,33.0,33.0,20.0,15.0,0.0,2.0,0.0,20.0,1.0,2.0,0.0,1.0,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Agree,Yes,No,Yes,No,No change,A small change,A small change,A moderate change,A small change,No change,A moderate change,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,,3-4 times during the year,1-2 times during the year,Once a month,Once a month,3-4 times during the year,Once a month,3-4 times during the year,1-2 times during the year,3-4 times during the year,Once a month,Once a month,Did not occur,Once a month,1-2 times during the year,Did not occur,Did not occur,1-2 times during the year,1-2 times during the year,Did not occur,Once a month,1-2 times during the year,6.0,25.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Not likely,Not likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,No ability grouping between any classes,3.0,33.0,1.0,3.0,-0.3532,-0.5037,-0.8842,-0.6535,3.0,Either enrichment and remedial,0.74,1.0,1.0,0.2,,0.255,-0.81,-0.58,-0.3533,3.0,At least one always considered,655.0,-1.0894,-0.3482,77.059,15.412,0.8936,-1.2132,-1.8472,0.4686,0.7093,0.2464,38.4053,2.8125,22NOV13
5546,Germany,2760000,DEU0217,OECD,Germany,20,Public,100.0,,,,Small Town,No Others,1,72.0,58.0,16.0,2.0,,,,,8.0,1.0,0.0,,0.0,,,,,,23.0,21.0,13.0,10-25%,,26-50%,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,Very little,Very little,Very little,Not at all,Very little,Not at all,Not at all,For all classes,,For all classes,,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,Very little,Very little,Very little,Very little,Very little,Very little,Not at all,Very little,Not at all,Very little,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,100.0,Largely absent,40.0,100.0,40.0,100.0,0.0,10.0,0.0,20.0,0.0,10.0,0.0,0.0,Strongly agree,Strongly agree,Strongly agree,,Agree,Disagree,Agree,Strongly agree,Strongly agree,Agree,No,Yes,Yes,Yes,No change,No change,No change,No change,No change,No change,A moderate change,Always,Never,Never,Always,Never,Never,Never,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,,More than once a week,More than once a week,1-2 times during the year,More than once a week,More than once a week,More than once a week,More than once a week,More than once a week,More than once a week,More than once a week,More than once a week,1-2 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,3-4 times during the year,Did not occur,More than once a week,Once a month,0.0,0.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Not likely,Likely,Not likely,Not likely,Not likely,Not likely,,,,,,,,,,,,,,,,One of these forms of ability grouping for all classes,6.0,13.0,0.619,2.0,0.7162,2.1468,0.3739,0.6907,0.0,,0.446,,0.0,0.5,,0.913,0.87,-0.7,-0.8313,3.0,At least one always considered,130.0,0.5582,0.4606,15.294,7.647,0.0882,1.2831,0.7801,1.4149,-0.2817,1.9386,114.6644,8.3971,22NOV13
