,CNT,SUBNATIO,STRATUM,OECD,NC,SCHOOLID,STIDSTD,PA01Q01,PA01Q02,PA01Q03,PA02Q01,PA02Q02,PA03Q01,PA03Q02,PA03Q03,PA03Q04,PA05Q01,PA05Q02,PA05Q03,PA05Q04,PA07Q01,PA08Q01,PA09Q01,PA09Q02,PA09Q03,PA09Q04,PA09Q05,PA09Q06,PA09Q07,PA10Q01,PA10Q02,PA10Q03,PA10Q04,PA10Q05,PA10Q06,PA10Q07,PA10Q08,PA10Q09,PA10Q10,PA10Q11,PA11Q01,PA12Q01,PA12Q02,PA12Q03,PA12Q04,PA12Q05,PA12Q06,PA12Q07,PA12Q08,PA12Q09,PA12Q10,PA12Q11,PA13Q01,PA13Q02,PA13Q03,PA13Q04,PA13Q05,PA13Q06,PA13Q07,PA14Q01,PA14Q02,PA14Q03,PA14Q04,PA15Q01,PA15Q02,PA15Q03,PA15Q04,PA15Q05,PA18Q01,PA18Q02,PA18Q03,PA19Q01,PA19Q02,PA19Q03,PA19Q04,PA19Q05,PA19Q06,PA21Q01,PA21Q02,PA21Q03,PA21Q04,PA21Q05,PA21Q06,PA22Q01,PA23Q01,PA24N0101,PA24N0102,PA24N0103,PA24N0104,PA24N0105,PA24N0106,PA24N0107,PA24N0108,PA24N0109,PA24N0110,PA24N0111,PA24N0112,PA24N0113,PA24N0201,PA24N0202,PA24N0203,PA24N0204,PA24N0205,PA24N0206,PA24N0207,PA24N0208,PA24N0209,PA24N0210,PA24N0211,PA24N0212,PA24N0213,PA25Q01,PA25Q02,OCOD3,OCOD4,OCOD5,PARINVOL,PARSUPP,PQBFMJ,PQBMMJ,PQCITIZF,PQCITIZM,PQCOB_F,PQCOB_M,PQCOB_MGM,PQCOB_MGF,PQCOB_PGM,PQCOB_PGF,PQEDASP,PQFISCED,PQHISCED,PQHISEI,PQIMMIGF,PQIMMIGM,PQLANGNF,PQLANGNM,PQMCAR,PQMIMP,PQMISCED,PQOCCASP,PQSCHOOL,SENWGT_PAQ,VER_PAQ
10642,Germany,2760000,DEU0102,OECD,Germany,2,30,Tick,Tick,No tick,46 � 50 years,51 years or older,Yes,No,No,,No,Yes,Yes,,,<$W or more but less than $X>,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,One other,Very important,Important,Somewhat important,Somewhat important,Not important,Not important,Somewhat important,Somewhat important,Very important,Somewhat important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,Never or hardly ever,Never or hardly ever,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Chemical and physical science technicians,Manufacturing managers,"Vague(a good job, a quiet job, a well paid job, an office jo",-0.1254,-0.3004,65.42,55.03,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",1.0,3.0,65.42,1.0,1.0,German ,German ,0.0485,0.7791,3.0,,0.3309,0.3111,22NOV13
10643,Germany,2760000,DEU0102,OECD,Germany,2,31,Tick,No tick,No tick,46 � 50 years,46 � 50 years,Yes,No,No,,Yes,No,No,,,Nothing,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Agree,Yes,No,No,No,No,No,No,No,No,No,No,One other,Very important,Important,Very important,Not important,Not important,Not important,Somewhat important,Not important,Very important,Important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Yes,Yes,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,,Country of test,Country of test,Country of test,Country of test,Country of test,9998,4,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Primary school teachers,Research and development managers,Science and engineering professionals,-0.6314,0.165,81.92,76.49,1.0,1.0,Germany,Missing,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,81.92,1.0,,German ,German ,0.4708,0.7791,1.0,79.49,0.3309,0.3364,22NOV13
10644,Germany,2760000,DEU0102,OECD,Germany,2,32,Tick,No tick,No tick,46 � 50 years,46 � 50 years,Yes,,,,Yes,Yes,Yes,,<$E> or more,<$X or more but less than $Y>,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Yes,No,No,No,No,No,No,No,Yes,No,No,No others,Not important,Somewhat important,Important,Important,Important,Not important,Not important,Not important,Very important,Important,Important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a year,Once or twice a week,Agree,Agree,Agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,Tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Cartographers and surveyors,Electronics engineers,Financial and insurance services branch managers,-0.1254,0.318,80.75,72.96,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",1.0,3.0,80.75,1.0,1.0,German ,German ,0.0485,0.1017,3.0,65.01,-2.0052,0.3111,22NOV13
10645,Germany,2760000,DEU0102,OECD,Germany,2,33,Tick,No tick,No tick,46 � 50 years,41 � 45 years,No,No,No,,No,Yes,No,,<$A> or more but less than <$B>,<$X or more but less than $Y>,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,No,No,No,No,No,No,No,No,No,One other,Important,Important,Important,Not important,Not important,Not important,Important,Important,Very important,Very important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Never or hardly ever,Once or twice a year,Disagree,Disagree,Agree,Agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Medical assistants,Building caretakers,Journalists,-0.6314,-0.6372,21.82,44.92,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",0.0,2.0,44.92,1.0,1.0,German ,German ,-1.2159,-1.2776,2.0,72.83,-0.0994,0.3364,22NOV13
10646,Germany,2760000,DEU0102,OECD,Germany,2,35,Tick,No tick,No tick,46 � 50 years,46 � 50 years,Yes,No,No,,No,No,No,,,<$W or more but less than $X>,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No others,Very important,Very important,Important,Somewhat important,Not important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,,,,,,,,,,,,No,No,No,No,No,"No, Never","No, Never",,No tick,Tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Secretaries (general),Science and engineering professionals,Missing,0.315,,79.49,44.94,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,79.49,1.0,1.0,German ,German ,-1.2159,,0.0,,1.1275,0.3452,22NOV13
10647,Germany,2760000,DEU0102,OECD,Germany,2,36,Tick,No tick,No tick,46 � 50 years,46 � 50 years,Yes,,,,Yes,,,,<$D> or more but less than <$E>,Nothing,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,No,No,No,No,No,No,No,No,No others,Important,Important,Important,Not important,Important,Not important,Important,Not important,Very important,Somewhat important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a week,Once or twice a week,Never or hardly ever,Once or twice a month,Agree,Agree,Agree,Agree,Yes,Yes,Yes,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Other country,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Do not know,Physicists and astronomers,Do not know,-0.6314,0.165,84.61,,1.0,1.0,Germany,Germany,Serbia ,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,84.61,1.0,1.0,German ,German ,0.4708,-0.4255,1.0,,1.7172,0.3111,22NOV13
10648,Germany,2760000,DEU0102,OECD,Germany,2,38,Tick,No tick,No tick,46 � 50 years,46 � 50 years,Yes,No,No,,Yes,No,No,,<$E> or more,<$X or more but less than $Y>,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,No,No,,No,No,No,No,No,No,No,Two or more,Important,Important,Important,Not important,Not important,Not important,Not important,Not important,Important,Important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a week,Once or twice a year,Once or twice a month,Agree,Agree,Agree,Agree,Yes,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Accountants,Information and communications technology professionals,Missing,-1.4702,0.165,75.13,76.65,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,1.0,76.65,1.0,1.0,German ,German ,0.0485,-0.4255,1.0,,1.1275,0.3111,22NOV13
10649,Germany,2760000,DEU0102,OECD,Germany,2,40,No tick,Tick,No tick,46 � 50 years,46 � 50 years,No,Yes,Yes,,,,Yes,,<$B> or more but less than <$C>,<$X or more but less than $Y>,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,One other,Somewhat important,Very important,Important,Important,Somewhat important,Not important,Somewhat important,,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,,Once or twice a week,Once or twice a year,Once or twice a week,Agree,Agree,Agree,Strongly agree,No,Yes,,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Other country,Other country,Other country,Other country,Other country,Other country,23,29,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Poland ,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Poland ,Not selected,Not selected,Not selected,Other language,Other language,Weaving and knitting machine operators,"Gardeners, horticultural and nursery growers",Missing,0.7501,0.4859,20.91,18.03,3.0,3.0,Poland ,Poland ,Poland ,Poland ,Poland ,Poland ,"ISCED 3B, C",3.0,3.0,20.91,3.0,3.0,Polish ,Polish ,-0.1859,0.1017,3.0,,1.1275,0.3111,22NOV13
10650,Germany,2760000,DEU0102,OECD,Germany,2,41,Tick,No tick,No tick,51 years or older,51 years or older,No,No,No,,No,No,No,,,<$W or more but less than $X>,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,No others,Important,Very important,Important,Somewhat important,Important,Not important,Important,Important,Very important,Very important,Very important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Once or twice a month,,Agree,Strongly agree,Agree,Strongly agree,Yes,Yes,Yes,,No,"No, Never","No, Never",,No tick,No tick,No tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Employment agents and contractors,Electronics mechanics and servicers,Missing,-0.1254,-0.0047,43.76,60.44,,,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",0.0,0.0,60.44,1.0,1.0,German ,German ,0.6662,0.4396,0.0,,1.1275,0.3111,22NOV13
10651,Germany,2760000,DEU0102,OECD,Germany,2,42,Tick,No tick,No tick,51 years or older,46 � 50 years,Yes,,,,Yes,,Yes,,<$E> or more,<$W or more but less than $X>,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Agree,Agree,No,No,No,No,No,No,No,No,No,No,,Two or more,Somewhat important,Important,Somewhat important,Not important,Not important,Not important,Not important,Not important,Somewhat important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a week,Once or twice a year,Once or twice a month,Disagree,,Strongly agree,Agree,Yes,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Other country,Other country,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Building architects,Building architects,Do not know,-1.4796,-0.1412,79.74,79.74,1.0,1.0,Germany,Germany,Germany,Germany,Another country (DEU),Another country (DEU),"ISCED 5A, 6",1.0,3.0,79.74,2.0,1.0,German ,German ,-0.4243,-0.5511,3.0,,-0.0994,0.3452,22NOV13
10652,Germany,2760000,DEU0102,OECD,Germany,2,43,Tick,Tick,No tick,51 years or older,41 � 45 years,No,No,Yes,,No,No,Yes,,<$E> or more,<$W or more but less than $X>,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Yes,No,No,No,No,No,No,No,No,No,No,Two or more,Very important,Important,Important,Somewhat important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a week,Once or twice a year,Once or twice a year,Agree,Agree,Agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,No tick,Tick,Tick,Tick,Tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Secretaries (general),Systems administrators,Missing,-0.6314,0.0131,75.13,44.94,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,75.13,1.0,1.0,German ,German ,-1.2159,0.1017,3.0,,0.3309,0.3111,22NOV13
10653,Germany,2760000,DEU0102,OECD,Germany,2,44,Tick,No tick,No tick,41 � 45 years,41 � 45 years,No,No,No,,No,No,Yes,,<$D> or more but less than <$E>,<$X or more but less than $Y>,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,No,No,No,No,No,No,No,No,No,No,No,Two or more,Very important,Important,Not important,Not important,Not important,Not important,Not important,Not important,Important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Disagree,Disagree,Agree,Disagree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,General office clerks,Police officers,Medical doctors,-1.4809,-0.4659,51.5,43.33,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",0.0,3.0,51.5,1.0,1.0,German ,German ,-1.2159,-1.5646,3.0,88.7,-0.8397,0.3452,22NOV13
10654,Germany,2760000,DEU0102,OECD,Germany,2,45,No tick,No tick,No tick,,51 years or older,,,,,No,Yes,No,,<$D> or more but less than <$E>,<$X or more but less than $Y>,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Yes,No,No,No,No,No,No,No,No,No,No,No others,Not important,Important,Important,Not important,Not important,Not important,Not important,Not important,Very important,Very important,Important,Once or twice a week,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a month,Once or twice a year,Once or twice a year,Agree,Agree,Disagree,Agree,No,No,No,No,No,,"Yes, Once",,No tick,Tick,Tick,Tick,No tick,Tick,Country of test,Other country,Other country,,Other country,Other country,1,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Italy,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,,Nursing associate professionals,Missing,Graphic and multimedia designers,-0.6314,-0.3004,,56.0,3.0,1.0,Italy,Germany,Another country (DEU),Missing,Italy,Italy,"ISCED 5A, 6",,2.0,56.0,3.0,2.0,Missing,German ,-1.2159,-0.9553,2.0,79.74,-0.0994,0.3111,22NOV13
10655,Germany,2760000,DEU0102,OECD,Germany,2,46,Tick,No tick,No tick,51 years or older,46 � 50 years,Yes,,,,Yes,,Yes,,<$E> or more,Nothing,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,No,No,No,No,No,No,No,No,No,No,One other,Important,Important,Somewhat important,Not important,Not important,Somewhat important,Not important,Not important,Important,Somewhat important,Important,Once or twice a week,Every day or almost every day,Once or twice a week,Once or twice a month,Once or twice a month,Once or twice a year,Once or twice a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,Tick,No tick,Tick,No tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Transport clerks,Science and engineering professionals,Do not know,-0.6314,-0.3004,79.49,41.27,,,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3B, C",1.0,3.0,79.49,1.0,1.0,German ,German ,0.0485,1.2956,3.0,,-1.0793,0.3111,22NOV13
10656,Germany,2760000,DEU0102,OECD,Germany,2,47,Tick,No tick,No tick,46 � 50 years,41 � 45 years,No,Yes,No,,No,No,Yes,,<$C> or more but less than <$D>,Nothing,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Yes,No,No,No,No,No,No,No,No,No,No,No others,Very important,Important,Important,Not important,Not important,Important,Somewhat important,Not important,Important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a year,Agree,Agree,Strongly agree,Agree,Yes,,No,,No,"No, Never","Yes, Once",,No tick,No tick,No tick,Tick,No tick,No tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,"Statistical, finance and insurance clerks",Motor vehicle mechanics and repairers,Missing,-0.6314,-0.3004,30.78,57.38,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 3A, ISCED 4",2.0,3.0,57.38,1.0,1.0,German ,German ,-0.1727,0.1017,3.0,,-1.8317,0.3111,22NOV13
10657,Germany,2760000,DEU0102,OECD,Germany,2,48,No tick,Tick,No tick,41 � 45 years,41 � 45 years,Yes,No,No,,No,Yes,No,,<$E> or more,<$W or more but less than $X>,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Yes,No,No,No,No,Yes,No,No,No,No,No,No others,Very important,Somewhat important,Important,Not important,Not important,Not important,Somewhat important,Not important,Somewhat important,Somewhat important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Never or hardly ever,Once or twice a year,Once or twice a week,Strongly agree,Agree,Agree,Strongly agree,Yes,Yes,Yes,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Child care workers,Science and engineering professionals,Civil engineers,-0.1254,-0.6372,79.49,24.98,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,2.0,79.49,1.0,1.0,German ,German ,0.4708,0.4396,2.0,81.4,-1.657,0.3364,22NOV13
10658,Germany,2760000,DEU0102,OECD,Germany,2,49,Tick,Tick,No tick,46 � 50 years,41 � 45 years,Yes,No,No,,No,Yes,No,,<$E> or more,Nothing,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,No,No,No,No,No,No,No,Yes,No,No,Two or more,Important,Important,Important,Not important,Not important,Not important,Not important,Not important,Important,Important,Very important,Once or twice a month,Every day or almost every day,Every day or almost every day,Never or hardly ever,Once or twice a month,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Nursing associate professionals,Telecommunications engineers,Missing,-0.1254,-0.4659,80.75,56.0,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",1.0,2.0,80.75,1.0,1.0,German ,German ,0.4708,1.2956,2.0,,-0.536,0.3111,22NOV13
10659,Germany,2760000,DEU0213,OECD,Germany,3,50,Tick,No tick,No tick,51 years or older,46 � 50 years,,,Yes,,,Yes,,,<$C> or more but less than <$D>,<$Y or more but less than $Z>,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No others,Somewhat important,Important,Very important,Not important,Somewhat important,Somewhat important,Not important,Not important,Very important,Very important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a year,Once or twice a month,Once or twice a year,Once or twice a month,Strongly agree,Agree,Agree,Strongly agree,No,No,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,No tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,,Medical imaging and therapeutic equipment technicians,Agricultural and industrial machinery mechanics and repairer,"Vague(a good job, a quiet job, a well paid job, an office jo",0.7501,0.0131,31.72,57.04,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,57.04,1.0,1.0,Missing,Missing,-1.2159,0.4396,2.0,,1.7172,0.4879,22NOV13
10660,Germany,2760000,DEU0213,OECD,Germany,3,51,Tick,No tick,No tick,46 � 50 years,46 � 50 years,No,No,Yes,,Yes,No,No,,,<$Y or more but less than $Z>,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Two or more,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Not important,Very important,Important,Very important,Every day or almost every day,Every day or almost every day,Every day or almost every day,Once or twice a month,Once or twice a month,Once or twice a year,Once or twice a month,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Yes,No,No,No,"No, Never","No, Never",,No tick,No tick,Tick,Tick,No tick,Tick,Country of test,Country of test,Country of test,Country of test,Country of test,Country of test,9998,9998,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Germany,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Language of test,Language of test,Teaching professionals,Buyers,"Sports, recreation and cultural centre managers",0.315,0.165,56.35,75.54,1.0,1.0,Germany,Germany,Germany,Germany,Germany,Germany,"ISCED 5A, 6",3.0,3.0,75.54,1.0,1.0,German ,German ,0.0485,0.7791,1.0,51.01,-1.0793,0.4565,22NOV13
