,CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC002Q01TA,SC002Q02TA,SC003Q01TA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q05NA,SC053Q06NA,SC053Q07TA,SC053Q08TA,SC053Q09TA,SC053Q10TA,SC053D11TA,SC059Q01NA,SC059Q02NA,SC059Q03NA,SC059Q04NA,SC059Q05NA,SC059Q06NA,SC059Q07NA,SC059Q08NA,SC052Q01NA,SC052Q02NA,SC009Q01TA,SC009Q02TA,SC009Q03TA,SC009Q04TA,SC009Q05TA,SC009Q06TA,SC009Q07TA,SC009Q08TA,SC009Q09TA,SC009Q10TA,SC009Q11TA,SC009Q12TA,SC009Q13TA,SC010Q01TA,SC010Q01TB,SC010Q01TC,SC010Q01TD,SC010Q01TE,SC010Q02TA,SC010Q02TB,SC010Q02TC,SC010Q02TD,SC010Q02TE,SC010Q03TA,SC010Q03TB,SC010Q03TC,SC010Q03TD,SC010Q03TE,SC010Q04TA,SC010Q04TB,SC010Q04TC,SC010Q04TD,SC010Q04TE,SC010Q05TA,SC010Q05TB,SC010Q05TC,SC010Q05TD,SC010Q05TE,SC010Q06TA,SC010Q06TB,SC010Q06TC,SC010Q06TD,SC010Q06TE,SC010Q07TA,SC010Q07TB,SC010Q07TC,SC010Q07TD,SC010Q07TE,SC010Q08TA,SC010Q08TB,SC010Q08TC,SC010Q08TD,SC010Q08TE,SC010Q09TA,SC010Q09TB,SC010Q09TC,SC010Q09TD,SC010Q09TE,SC010Q10TA,SC010Q10TB,SC010Q10TC,SC010Q10TD,SC010Q10TE,SC010Q11TA,SC010Q11TB,SC010Q11TC,SC010Q11TD,SC010Q11TE,SC010Q12TA,SC010Q12TB,SC010Q12TC,SC010Q12TD,SC010Q12TE,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC013Q01TA,SC014Q01NA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC019Q01NA01,SC019Q01NA02,SC019Q02NA01,SC019Q02NA02,SC019Q03NA01,SC019Q03NA02,SC025Q01NA,SC025Q02NA,SC027Q01NA,SC027Q02NA,SC027Q03NA,SC027Q04NA,SC032Q01TA,SC032Q02TA,SC032Q03TA,SC032Q04TA,SC034Q01NA,SC034Q02NA,SC034Q03TA,SC034Q04TA,SC035Q01NA,SC035Q01NB,SC035Q02TA,SC035Q02TB,SC035Q03TA,SC035Q03TB,SC035Q04TA,SC035Q04TB,SC035Q05TA,SC035Q05TB,SC035Q06TA,SC035Q06TB,SC035Q07TA,SC035Q07TB,SC035Q08TA,SC035Q08TB,SC035Q09NA,SC035Q09NB,SC035Q10TA,SC035Q10TB,SC035Q11NA,SC035Q11NB,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC040Q02NA,SC040Q03NA,SC040Q05NA,SC040Q11NA,SC040Q12NA,SC040Q15NA,SC040Q16NA,SC040Q17NA,SC041Q01NA,SC041Q03NA,SC041Q04NA,SC041Q05NA,SC041Q06NA,SC042Q01TA,SC042Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC063Q02NA,SC063Q03NA,SC063Q04NA,SC063Q06NA,SC063Q07NA,SC063Q09NA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SCHSIZE,CLSIZE,RATCMP1,RATCMP2,LEAD,LEADCOM,LEADINST,LEADPD,LEADTCH,RESPCUR,RESPRES,SCHAUT,TEACHPART,EDUSHORT,STAFFSHORT,PROAT5AB,PROAT5AM,PROAT6,PROATCE,TOTAT,PROSTAT,PROSTCE,PROSTMAS,TOTST,CREACTIV,SCIERES,STUBEHA,TEACHBEHA,STRATIO,SCHLTYPE,W_SCHGRNRABWT,SENWT,VER_DAT
10,276.0,DEU,27600011.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,,,3.0,,75.0,75.0,0.0,6.0,8.0,20.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9999997.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,3.0,2.0,1.0,2.0,1.0,2.0,,1.0,,99.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,41.0,15.0,1.0,1.0,,1.0,41.0,14.0,1.0,,13.0,4.0,13.0,4.0,13.0,4.0,8.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,,,,,,,,,2.0,1.0,2.0,2.0,1.0,2.0,3.0,,9.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,20.0,70.0,5.0,10.0,,23.0,,1.0,,,,,,-0.7997,-0.6941,0.5,2.0,-1.2541,0.7317,0.0103,0.9897,0.0206,0.0309,48.5,0.3093,1.0,1.0,15.0,3.0,5.0,0.2941,0.259,,3.0,22.901079137,8.69092,15NOV16:14:59:10
11,276.0,DEU,27600012.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,242.0,205.0,3.0,42.0,35.0,15.0,20.0,2.0,5.0,17.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9999997.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,3.0,6.0,3.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,100.0,,,,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,25.0,9.0,25.0,9.0,0.0,1.0,25.0,8.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,22.0,3.0,14.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,50.0,81.0,10.0,,447.0,23.0,0.8333,0.4286,1.2974,1.4603,1.5685,0.7395,0.7788,-0.6572,-0.6061,0.67,6.0,-0.1328,0.7317,0.0169,0.9831,0.0,1.0,29.5,0.1695,1.0,0.0,5.0,0.0,3.0,0.5199,0.5529,15.1525,3.0,56.498968421,21.44125,15NOV16:14:59:10
12,276.0,DEU,27600013.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,9999997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.779802564,16.23486,15NOV16:14:59:10
13,276.0,DEU,27600014.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,326.0,446.0,3.0,284.0,100.0,100.0,20.0,12.0,38.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,9999997.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,6.0,6.0,3.0,6.0,6.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,,89.0,0.0,10.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,53.0,19.0,53.0,19.0,0.0,0.0,53.0,19.0,1.0,2.0,15.0,6.0,15.0,6.0,15.0,6.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,30.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,5.0,1.0,0.0,772.0,23.0,0.3521,1.0,0.0739,-0.6918,0.178,0.1882,0.908,-0.6097,-0.6589,0.58,3.0,0.3922,-0.044,0.0,1.0,0.032,1.0,62.5,0.288,1.0,1.0,18.0,2.0,5.0,0.0185,1.2432,12.352,3.0,33.028835294,12.53438,15NOV16:14:59:10
14,276.0,DEU,27600015.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,340.0,369.0,2.0,86.0,60.0,60.0,30.0,2.0,25.0,20.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9999997.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,99.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,28.0,33.0,28.0,33.0,28.0,33.0,28.0,33.0,0.0,3.0,12.0,7.0,12.0,7.0,12.0,7.0,30.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,6.0,10.0,7.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,20.0,5.0,1.0,709.0,18.0,0.6977,1.0,-0.9776,-2.0963,-0.7967,-0.6676,-0.1259,-0.4196,-0.6941,0.58,5.0,0.068,1.117,1.0,1.0,0.0337,1.0,44.5,0.3483,1.0,1.0,15.5,2.0,7.0,0.5199,0.9233,15.9326,3.0,41.823911688,15.8721,15NOV16:14:59:10
15,276.0,DEU,27600016.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,202.0,188.0,3.0,107.0,50.0,50.0,10.0,2.0,9.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,9999997.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,6.0,5.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,100.0,0.0,0.0,0.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,34.0,0.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,20.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,20.0,50.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,50.0,1.0,1.0,390.0,23.0,0.4673,1.0,-0.2005,-0.0247,-0.1754,-0.0533,0.0027,-0.7997,-0.6941,0.5,5.0,-0.1671,1.0733,0.0,1.0,0.0,1.0,34.0,0.2647,0.0,1.0,9.0,3.0,5.0,1.381,0.5529,11.4706,3.0,31.720538384,12.03789,15NOV16:14:59:10
16,276.0,DEU,27600017.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,1.0,,,2.0,,25.0,25.0,8.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,9999997.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,,100.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,9.0,4.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,,4.0,,10.0,,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,32.0,15.0,3.0,3.0,4.0,3.0,3.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,30.0,50.0,,31.0,,18.0,,1.0,-0.5107,-0.3655,-1.223,-0.4247,0.2029,-0.7997,-0.7946,0.42,3.0,0.4084,1.2073,0.0,0.2727,0.0,0.0,11.0,0.3636,1.0,1.0,4.0,1.0,2.0,1.7839,0.5417,,3.0,109.02666667,41.37542,15NOV16:14:59:10
17,276.0,DEU,27600018.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,2.0,227.0,259.0,3.0,67.0,45.0,45.0,15.0,6.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,9999997.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,,95.0,5.0,0.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,23.0,12.0,21.0,12.0,2.0,,,,,2.0,9.0,1.0,8.0,1.0,1.0,,75.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,52.0,92.0,90.0,3.0,486.0,23.0,0.6716,1.0,0.1538,0.7151,0.2905,-0.4247,0.0278,-0.7997,-0.6438,0.67,0.0,0.9328,0.5301,0.069,,0.0345,0.931,29.0,0.3276,0.8947,0.1053,9.5,3.0,4.0,-0.666,0.5529,16.7586,3.0,42.487036667,16.12375,15NOV16:14:59:10
18,276.0,DEU,27600019.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,528.0,410.0,4.0,169.0,70.0,70.0,20.0,10.0,20.0,12.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,9999997.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,3.0,2.0,1.0,3.0,1.0,3.0,,1.0,,99.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,44.0,24.0,44.0,24.0,0.0,0.0,44.0,24.0,1.0,0.0,13.0,7.0,13.0,7.0,13.0,7.0,33.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,10.0,4.0,21.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,62.0,65.0,5.0,5.0,938.0,28.0,0.4142,1.0,0.2732,0.2784,0.3157,0.0394,0.331,1.4806,-0.5684,0.75,6.0,-0.1328,-1.6823,0.0,1.0,0.0179,1.0,56.0,0.2946,1.0,1.0,16.5,3.0,5.0,-0.666,0.2229,16.75,3.0,18.788754023,7.1303,15NOV16:14:59:10
19,276.0,DEU,27600020.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,9999997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.736492,25.32638,15NOV16:14:59:10
20,276.0,DEU,27600021.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,4.0,435.0,313.0,4.0,100.0,70.0,70.0,0.0,15.0,20.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9999997.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,6.0,6.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,1.0,,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,,100.0,,,,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,38.0,12.0,38.0,12.0,,,37.0,12.0,1.0,,10.0,8.0,10.0,8.0,10.0,8.0,80.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,10.0,15.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,12.0,25.0,748.0,28.0,0.7,1.0,0.4888,0.0788,0.5388,0.3642,0.908,-0.6097,-0.6941,0.5,5.0,-0.849,0.3739,,0.9773,0.0227,1.0,44.0,0.3182,1.0,1.0,14.0,3.0,7.0,-0.9159,0.8603,17.0,3.0,47.074324324,17.86462,15NOV16:14:59:10
21,276.0,DEU,27600022.0,06MS,27600,27600.0,DEU9797,2760000,1.0,2.0,148.0,3.0,486.0,443.0,4.0,154.0,64.0,64.0,20.0,10.0,15.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,9999997.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,6.0,6.0,6.0,3.0,4.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,0.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,,93.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,43.0,22.0,43.0,22.0,,,42.0,22.0,1.0,0.0,12.0,4.0,12.0,4.0,12.0,4.0,25.0,10.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,22.0,2.0,20.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,20.0,50.0,12.0,8.0,929.0,28.0,0.4156,1.0,0.6715,0.4619,0.9808,1.8133,-0.6316,-0.4196,-0.7192,0.58,4.0,-0.849,1.4002,,0.9815,0.0185,1.0,54.0,0.2593,1.0,1.0,14.0,3.0,6.0,1.148,0.9122,17.2037,3.0,23.23540146,8.81779,15NOV16:14:59:10
